topico;edicao;ano;cidade_pais;agente_cargo;trecho_curto;trecho_discurso
Responsabilidade;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;Nossas responsabilidades são comuns. No entanto, são diferenciadas. Aqueles historicamente responsáveis pelas concentrações de gases de efeito estufa na atmosfera devem parar de fazer pregações e dar o exemplo.;Nossas responsabilidades são comuns. No entanto, são diferenciadas. Aqueles historicamente responsáveis pelas concentrações de gases de efeito estufa na atmosfera devem parar de fazer pregações e dar o exemplo.
Responsabilidade;COP15;2009;Copenhague, Dinamarca;Luiz Inácio Lula da Silva, Presidente;Todo mundo está consciente de que só é possível construirmos esse acordo se os países assumirem, com muita responsabilidade, as suas metas.;Todo mundo se colocou de acordo que precisamos garantir os 2% de aquecimento global até 2050. Até aí, todos estamos de acordo. Todo mundo está consciente de que só é possível construirmos esse acordo se os países assumirem, com muita responsabilidade, as suas metas. E mesmo as metas, que deveriam ser uma coisa mais simples, tem muita gente querendo barganhar as metas.
Responsabilidade;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;Todos nós sabemos que é preciso, para manter o compromisso das metas e para manter o compromisso do financiamento, a gente, em qualquer documento que for aprovado aqui, a gente tem que manter os princípios adotados no Protocolo de Quioto e os princípios adotados na Convenção-Quadro. Porque é verdade que nós temos responsabilidades comuns, mas é verdade que elas são diferenciadas.;Todos nós sabemos que é preciso, para manter o compromisso das metas e para manter o compromisso do financiamento, a gente, em qualquer documento que for aprovado aqui, a gente tem que manter os princípios adotados no Protocolo de Quioto e os princípios adotados na Convenção-Quadro. Porque é verdade que nós temos responsabilidades comuns, mas é verdade que elas são diferenciadas.
Responsabilidade;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;Uma nova fase que fortalecerá ainda mais os princípios e cláusulas da UNFCCC, inclusive o princípio de equidade e responsabilidades comuns mas diferenciadas, permitindo maiores níveis de comprometimento de todas as Partes.;Estamos caminhando em direção a uma nova fase do regime de mudança do clima. Uma nova fase que fortalecerá ainda mais os princípios e cláusulas da UNFCCC, inclusive o princípio de equidade e responsabilidades comuns mas diferenciadas, permitindo maiores níveis de comprometimento de todas as Partes.
Responsabilidade;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil acredita que a extensão da contribuição de cada parte para a redução de emissões globais deva ser definida internamente, levando em consideração responsabilidades históricas, circunstâncias e capacidades nacionais. Uma referência científica para a responsabilidade histórica de cada país pela mudança climática será uma ferramenta importante neste aspecto.;O Brasil acredita que a extensão da contribuição de cada parte para a redução de emissões globais deva ser definida internamente, levando em consideração responsabilidades históricas, circunstâncias e capacidades nacionais. Uma referência científica para a responsabilidade histórica de cada país pela mudança climática será uma ferramenta importante neste aspecto.
Responsabilidade;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Estamos entrando em uma nova fase no regime de mudança do clima, um regime cuja força devemos garantir, com base nos princípios das responsabilidades comuns, porém diferenciadas, e respectivas capacidades.;Estamos entrando em uma nova fase no regime de mudança do clima, um regime cuja força devemos garantir, com base nos princípios das responsabilidades comuns, porém diferenciadas, e respectivas capacidades. Estamos convencidos de que este desafio global crucial só pode ser enfrentado por meio de um processo multilateral.
Responsabilidade;COP21;2015;Paris, França;Dilma Rousseff, Presidenta;O princípio das responsabilidades comuns, porém diferenciadas, é a pedra angular deste acordo.;O princípio das responsabilidades comuns, porém diferenciadas, é a pedra angular deste acordo. Longe de enfraquecer o enfrentamento da mudança do clima a diferenciação é condição para sua eficácia global.
Responsabilidade;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Chegamos com a segurança de quem está procurando fazer a sua parte. Um País que reconhece a sua responsabilidade histórica.;Chegamos com a segurança de quem está procurando fazer a sua parte. Um País que reconhece a sua responsabilidade histórica. O trabalho realizado durante uma década no combate ao desmatamento da Amazônia, por meio do REDD+, reduziu as emissões em 6 bilhões de toneladas de CO2. Nos últimos três anos foram reduzidos outros 3,9 bilhões de toneladas.
Responsabilidade;COP25;2019;Madri, Espanha;Ricardo Salles, Ministro do Meio Ambiente;Muitas lacunas estão sendo deixadas para trás, tanto no que diz respeito à mitigação quanto ao financiamento, temas que devem ser equacionados, principalmente pelos países que têm responsabilidades históricas pelas emissões globais e pelo desmatamento nos séculos anteriores.;A conclusão da avaliação pré-2020 é crucial. Muitas lacunas estão sendo deixadas para trás, tanto no que diz respeito à mitigação quanto ao financiamento, temas que devem ser equacionados, principalmente pelos países que têm responsabilidades históricas pelas emissões globais e pelo desmatamento nos séculos anteriores.
Responsabilidade;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;A meta dos 100 bilhões de dólares não foi cumprida, e este valor já não é mais suficiente para que o mundo construa uma nova economia verde com uma transição responsável.;É importante que os países desenvolvidos reconheçam a emergência financeira e mobilizem os recursos necessários para atingir os objetivos desejados nesta conferência. A meta dos 100 bilhões de dólares não foi cumprida, e este valor já não é mais suficiente para que o mundo construa uma nova economia verde com uma transição responsável.
Responsabilidade;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;Os países que histórica e atualmente são os responsáveis pelos maiores volumes de poluição da atmosfera devem demonstrar suas efetivas ambições de financiamento nesta conferência (...);Os países que histórica e atualmente são os responsáveis pelos maiores volumes de poluição da atmosfera devem demonstrar suas efetivas ambições de financiamento nesta conferência, sem postergar ainda mais um compromisso assumido em 2015 e até o momento não realizado em sua plenitude.
Responsabilidade;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;Todas as partes desta conferência devem assumir suas responsabilidades comuns porém diferenciadas na direção de uma economia verde neutra em emissões.;Todas as partes desta conferência devem assumir suas responsabilidades comuns porém diferenciadas na direção de uma economia verde neutra em emissões. O desafio global a ser superado é reverter a lógica negativa da punição, da sanção e da proibição, para a lógica positiva do incentivo, da inovação, da priorização.
Responsabilidade;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;Todos, entretanto, têm a obrigação de contribuir para um resultado exitoso. Nada substitui o caminho multilateral.;Combater a mudança do clima é uma questão de sobrevivência. Ninguém pode realizá-lo sozinho. Diferentes países vêm a estas negociações com interesses e preocupações distintos. Todos, entretanto, têm a obrigação de contribuir para um resultado exitoso. Nada substitui o caminho multilateral.
Responsabilidade;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Nos termos do todos nós devemos nos esforçar para a atingir a nossa maior ambição possível, refletindo as responsabilidades e capacidades de cada um de nós.;A Conferência de Marraqueche estabelece um marco de uma nova fase UNFCCC, focada na implementação do Acordo de Paris. Nos termos do todos nós devemos nos esforçar para a atingir a nossa maior ambição possível, refletindo as responsabilidades e capacidades de cada um de nós.
Responsabilidade;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Chamaremos os países desenvolvidos a cumprirem os seus compromissos de redução de emissões e de apoio aos países em desenvolvimento.;Chamaremos os países desenvolvidos a cumprirem os seus compromissos de redução de emissões e de apoio aos países em desenvolvimento. O nível de ambição coletivo será maior na medida em que os países desenvolvidos cumpram suas responsabilidades históricas e assumam a liderança no esforço global contra a mudança do clima.
Resultados anunciados;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;Os esforços brasileiros de mitigação já estão apresentando resultados significativos. No combate ao desmatamento, nossa maior fonte de emissões, o objetivo é de reduzir em 80% o desmatamento até 2020 em relação a média de desmatamento entre 1996 e 2005. Em 2011, atingimos uma redução de 66%, o menor índice de desmatamento desde que o sistema de monitoramento foi criado, em 1988. O desmatamento que, em 2004, atingiu um pico de 27 mil quilômetros quadrados, este ano caiu para pouco mais de 6 mil Km2.;Os esforços brasileiros de mitigação já estão apresentando resultados significativos. No combate ao desmatamento, nossa maior fonte de emissões, o objetivo é de reduzir em 80% o desmatamento até 2020 em relação a média de desmatamento entre 1996 e 2005. Em 2011, atingimos uma redução de 66%, o menor índice de desmatamento desde que o sistema de monitoramento foi criado, em 1988. O desmatamento que, em 2004, atingiu um pico de 27 mil quilômetros quadrados, este ano caiu para pouco mais de 6 mil Km2.
Resultados anunciados;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;Desde 2005, a redução de emissões acumulada chega a 2,2 Gigatoneladas de CO2 equivalente. Trata-se possivelmente da maior contribuição para redução de emissões no Planeta.;Desde 2005, a redução de emissões acumulada chega a 2,2 Gigatoneladas de CO2 equivalente. Trata-se possivelmente da maior contribuição para redução de emissões no Planeta.
Resultados anunciados;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil vem atingindo um novo patamar, desde 2004, tanto em relação ao seu crescimento econômico, quanto à gestão de suas florestas. O país vem conseguindo um desenvolvimento mais justo e mais equilibrado, sem abrir mão da conservação e uso sustentável de seus recursos naturais.;O Brasil vem atingindo um novo patamar, desde 2004, tanto em relação ao seu crescimento econômico, quanto à gestão de suas florestas. O país vem conseguindo um desenvolvimento mais justo e mais equilibrado, sem abrir mão da conservação e uso sustentável de seus recursos naturais.
Resultados anunciados;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;O compromisso nacional voluntário do Brasil para mitigar a mudança do clima reflete-se na redução consistente de emissões advindas do uso do solo e florestas. Também se reflete na instituição e regulamentação de sua Política Nacional sobre Mudança do Clima (PNMC), que contempla Planos Setoriais de Mitigação e Adaptação à Mudança do Clima.;O compromisso nacional voluntário do Brasil para mitigar a mudança do clima reflete-se na redução consistente de emissões advindas do uso do solo e florestas. Também se reflete na instituição e regulamentação de sua Política Nacional sobre Mudança do Clima (PNMC), que contempla Planos Setoriais de Mitigação e Adaptação à Mudança do Clima.
Resultados anunciados;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Nos últimos dez anos, as taxas de desmatamento caíram em mais de 80%. Seguimos com a estrutura de nossa Política Nacional sobre Mudança do Clima e estamos implementando Planos específicos de Mitigação e Adaptação à Mudança do Clima.;A redução consistente das emissões originadas pelo uso do solo e florestas reflete em nosso compromisso voluntário nacional para mitigar a mudança climática. Nos últimos dez anos, as taxas de desmatamento caíram em mais de 80%. Seguimos com a estrutura de nossa Política Nacional sobre Mudança do Clima e estamos implementando Planos específicos de Mitigação e Adaptação à Mudança do Clima.
Resultados anunciados;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil já atingiu resultados bastante positivos em termos de mitigação, e conclama todos os países, mais notadamente as Partes que são países desenvolvidos, a demonstrar este tipo de engajamento ambicioso.;O Brasil já atingiu resultados bastante positivos em termos de mitigação, e conclama todos os países, mais notadamente as Partes que são países desenvolvidos, a demonstrar este tipo de engajamento ambicioso. As Ações Nacionais Apropriadas de Mitigação (NAMAs) do Brasil são reduzir as emissões entre 36.1% e 38.9% (em comparação com as emissões atuais) até 2020, e nós vamos conseguir.
Resultados anunciados;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;A redução nas emissões de gases de efeito estufa apresentada pelo Brasil em 2010, em comparação com os seus níveis de 1995, ultrapassa os resultados de redução de emissões apresentados por todos os países do Anexo I.;A redução nas emissões de gases de efeito estufa apresentada pelo Brasil em 2010, em comparação com os seus níveis de 1995, ultrapassa os resultados de redução de emissões apresentados por todos os países do Anexo I.
Resultados anunciados;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Este ano, não obstante os esforços contínuos do Governo Brasileiro, um aumento não desejado do desmatamento foi registrado na Amazônia Brasileira. Nosso compromisso voluntário, sacramentado em forma de lei, está inalterado, e assim permanecerá. Ainda assim, a taxa deste ano é a segunda menor desde que começamos a mensurá-la, vinte anos atrás. Estamos estudando atentamente as razões para esse aumento.;Este ano, não obstante os esforços contínuos do Governo Brasileiro, um aumento não desejado do desmatamento foi registrado na Amazônia Brasileira. Nosso compromisso voluntário, sacramentado em forma de lei, está inalterado, e assim permanecerá. Ainda assim, a taxa deste ano é a segunda menor desde que começamos a mensurá-la, vinte anos atrás. Estamos estudando atentamente as razões para esse aumento.
Resultados anunciados;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;Na semana passada, foram anunciadas as taxas de desmatamento da Amazônia para o período 2013/2014: houve uma redução de 18% em relação ao último período. Nos últimos quatro anos, esforços permanentes para combater o desmatamento na Amazônia nos permitiram atingir a quarta menor taxa de desmatamento anual em vinte e cinco anos de monitoramento florestal em meu país.;Na semana passada, foram anunciadas as taxas de desmatamento da Amazônia para o período 2013/2014: houve uma redução de 18% em relação ao último período. Nos últimos quatro anos, esforços permanentes para combater o desmatamento na Amazônia nos permitiram atingir a quarta menor taxa de desmatamento anual em vinte e cinco anos de monitoramento florestal em meu país.
Resultados anunciados;COP20;2014;Lima, Peru;Izabella Teixeira, Ministra do Meio Ambiente;Não só nossas taxas de desmatamento caíram de forma significativa em 82% nos últimos 10 anos, mas dados recentes indicam que também temos taxas consideráveis de regeneração. Isso significa que o Brasil parou de emitir 650 milhões de toneladas de dióxido de carbono anualmente, uma contribuição importante e voluntária à redução global de emissões. Nossos sistemas de monitoramento por satélite indicam que 23% de áreas historicamente desmatadas na região da Amazônia brasileira estão se regenerando. Essas áreas em regeneração representam duas vezes e meia a área total desmatada entre 2008 e 2012.;Não só nossas taxas de desmatamento caíram de forma significativa em 82% nos últimos 10 anos, mas dados recentes indicam que também temos taxas consideráveis de regeneração. Isso significa que o Brasil parou de emitir 650 milhões de toneladas de dióxido de carbono anualmente, uma contribuição importante e voluntária à redução global de emissões. Nossos sistemas de monitoramento por satélite indicam que 23% de áreas historicamente desmatadas na região da Amazônia brasileira estão se regenerando. Essas áreas em regeneração representam duas vezes e meia a área total desmatada entre 2008 e 2012.
Resultados anunciados;COP21;2015;Paris, França;Dilma Rousseff, Presidenta;Ao longo da última década, as taxas de desmatamento na Amazônia caíram cerca de 80%.;O governo e a sociedade brasileira estão fazendo a sua parte. Ao longo da última década, as taxas de desmatamento na Amazônia caíram cerca de 80%. Nossos esforços de combate ao desmatamento ilegal na Amazônia ganham agora um novo patamar de ação com a adoção da Estratégia Nacional da REDD Plus [redução das emissões por desmatamento e degradação].
Resultados anunciados;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Nós, brasileiros, estamos preocupados com as taxas de desmatamento na Amazônia. Apesar dos extraordinários resultados alcançados desde 2004, que refletem uma redução das taxas de desmatamento acima de 70%, as altas taxas de desmatamento que permanecem exigem que fortaleçamos nossas ações coercitivas (...);Nós, brasileiros, estamos preocupados com as taxas de desmatamento na Amazônia. Apesar dos extraordinários resultados alcançados desde 2004, que refletem uma redução das taxas de desmatamento acima de 70%, as altas taxas de desmatamento que permanecem exigem que fortaleçamos nossas ações coercitivas, continuando a combater o desmatamento ilegal e, ao mesmo tempo, proporcionando às pessoas que vivem na Amazônia alternativas econômicas viáveis e sustentáveis que promovem o desenvolvimento das áreas florestadas, ao reconhecer o valor econômico dos recursos florestais.
Resultados anunciados;COP23;2017;Bonn, Alemanhã;José Sarney Filho, Ministro do Meio Ambiente;Foram anunciadas as taxas de desmatamento do último ano, em unidades de conservação federais, que apontam uma redução global de 28%. A queda chegou a alcançar 65%, na área mais crítica da Amazônia – a Floresta Nacional do Jamanxim.;Foram anunciadas as taxas de desmatamento do último ano, em unidades de conservação federais, que apontam uma redução global de 28%. A queda chegou a alcançar 65%, na área mais crítica da Amazônia – a Floresta Nacional do Jamanxim.
Resultados anunciados;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;O trabalho realizado durante uma década no combate ao desmatamento da Amazônia, por meio do REDD+, reduziu as emissões em 6 bilhões de toneladas de CO2. Nos últimos três anos foram reduzidos outros 3,9 bilhões de toneladas.;Chegamos com a segurança de quem está procurando fazer a sua parte. Um País que reconhece a sua responsabilidade histórica. O trabalho realizado durante uma década no combate ao desmatamento da Amazônia, por meio do REDD+, reduziu as emissões em 6 bilhões de toneladas de CO2. Nos últimos três anos foram reduzidos outros 3,9 bilhões de toneladas.
Resultados anunciados;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Durante o governo do presidente Michel Temer, criamos unidades de conservação que somam mais de 94 milhões de hectares. O Brasil tem agora cerca de 173 milhões de hectares federais protegidos. O Cadastro Ambiental Rural já conta com mais de 5 milhões de propriedades registradas e todas elas dedicando parte do seu território à preservação florestal.;Durante o governo do presidente Michel Temer, criamos unidades de conservação que somam mais de 94 milhões de hectares. O Brasil tem agora cerca de 173 milhões de hectares federais protegidos. O Cadastro Ambiental Rural já conta com mais de 5 milhões de propriedades registradas e todas elas dedicando parte do seu território à preservação florestal.
Resultados anunciados;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;O programa de Agricultura de Baixo Carbono, por exemplo, já investiu mais de 10 bilhões de reais (cerca de 3 bilhões de dólares) em técnicas agropecuárias alinhadas com a conservação da natureza. Na áre“ de transportes, o programa Renovabio tem o objetivo de incrementar o uso dos biocombustíveis, que já atendem a quase metade da demanda de combustíveis para automóveis e a cerca de 10% de veículos pesados.;Para o nosso País, o grande desafio é assegurar o bem-estar e a prosperidade de todos os cidadãos, ao mesmo tempo em que efetuamos a transição para uma nova economia. E temos conseguido. O programa de Agricultura de Baixo Carbono, por exemplo, já investiu mais de 10 bilhões de reais (cerca de 3 bilhões de dólares) em técnicas agropecuárias alinhadas com a conservação da natureza. Na áre“ de transportes, o programa Renovabio tem o objetivo de incrementar o uso dos biocombustíveis, que já atendem a quase metade da demanda de combustíveis para automóveis e a cerca de 10% de veículos pesados.
Resultados anunciados;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Em outro importante bioma brasileiro, o Cerrado, a redução na taxa de desmatamento em 2018 foi a menor já registrada desde o início do monitoramento, há 18 anos.;Em outro importante bioma brasileiro, o Cerrado, a redução na taxa de desmatamento em 2018 foi a menor já registrada desde o início do monitoramento, há 18 anos.
Resultados anunciados;COP24;2018;Katowice, Polônia;Edson Duarte, Ministro do Meio Ambiente;Nos últimos 8 anos a área com agricultura de baixa emissão de carbono foi ampliada em 27 milhões de hectares, com a mitigação de 127,3 milhões de toneladas de CO2.;O setor agrícola brasileiro demonstra compromisso, interesse e empenho na promoção de uma agricultura resiliente. Nos últimos 8 anos a área com agricultura de baixa emissão de carbono foi ampliada em 27 milhões de hectares, com a mitigação de 127,3 milhões de toneladas de CO2.
Resultados anunciados;COP25;2019;Madri, Espanha;Ricardo Salles, Ministro do Meio Ambiente;Também represento um país que tem mais de 60% de sua vegetação nativa preservada e 80% de sua floresta amazônica intacta, contemplada com a mais restritiva das legislações ambientais, o Código Florestal Brasileiro.;Também represento um país que tem mais de 60% de sua vegetação nativa preservada e 80% de sua floresta amazônica intacta, contemplada com a mais restritiva das legislações ambientais, o Código Florestal Brasileiro.
Resultados anunciados;COP25;2019;Madri, Espanha;Ricardo Salles, Ministro do Meio Ambiente;84% de nossa rede elétrica é abastecida por fontes renováveis de energia (biomassa, eólica, solar e hidrelétrica), enquanto muitos outros países que ainda são altamente dependentes em carvão, que abastece seus simbólicos carros elétricos.;Um país que desenvolveu o biocombustível base de etanol, fonte renovável de energia, substituindo os combustíveis fósseis amplamente utilizados nos países ricos. 84% de nossa rede elétrica é abastecida por fontes renováveis de energia (biomassa, eólica, solar e hidrelétrica), enquanto muitos outros países que ainda são altamente dependentes em carvão, que abastece seus simbólicos carros elétricos.
Resultados anunciados;COP26;2021;Glasgow, Escócia;Joaquim Leite, Ministro do Meio Ambiente;"Nossa agricultura de baixo carbono já restaurou quase 28 milhões de hectares de pastagens degradadas; temos 16 milhões de hectares de florestas nativas em recuperação; temos o maior programa operacional do mundo de biocombustíveis, nossas energias renováveis contribuem com 84% da nossa matriz elétrica, gerando o recorde de empregos em solar e eólica; e nosso programa de gestão de resíduos sólidos já reduziu em 20% o número de lixões a céu aberto.";"Nossa agricultura de baixo carbono já restaurou quase 28 milhões de hectares de pastagens degradadas; temos 16 milhões de hectares de florestas nativas em recuperação; temos o maior programa operacional do mundo de biocombustíveis, nossas energias renováveis contribuem com 84% da nossa matriz elétrica, gerando o recorde de empregos em solar e eólica; e nosso programa de gestão de resíduos sólidos já reduziu em 20% o número de lixões a céu aberto."
Sustentabilidade;COP11;2005;Montreal, Canada;Marina Silva, Ministra do Meio Ambiente;Para os países em desenvolvimento, asseguram-se alternativas de desenvolvimento que valorizem a floresta em pé, maximizando os benefícios da exploração sustentável dessas áreas e promovendo a correta distribuição dos benefícios econômicos, com transparência e controle social.;Estou convencida de que esforços voluntários para reduzir o desmatamento constituem uma situação onde todos são vencedores. Para o Planeta, de maneira geral, assegura-se significativa redução das emissões globais de gases de efeito estufa. Para os países em desenvolvimento, asseguram-se alternativas de desenvolvimento que valorizem a floresta em pé, maximizando os benefícios da exploração sustentável dessas áreas e promovendo a correta distribuição dos benefícios econômicos, com transparência e controle social.
Sustentabilidade;COP13;2007;Bali, Indonésia;Celso Amorim, Ministro de Relações Exteriores;No Brasil, a produção de etanol a partir da cana-de- açúcar reduz as emissões de gases de efeito estufa e é socialmente sustentável.;O uso do etanol como substituto para a gasolina evitou a emissão de 644 milhões de toneladas de CO2 nos últimos 30 anos. No Brasil, a produção de etanol a partir da cana-de- açúcar reduz as emissões de gases de efeito estufa e é socialmente sustentável. É também eficaz do ponto de vista energético e econômico.
Sustentabilidade;COP16;2010;Cancún, México;Izabella Teixeira, Ministra do Meio Ambiente;Gostaria de aproveitar esta oportunidade para reiterar o compromisso de meu governo com o desenvolvimento sustentável.;Gostaria de aproveitar esta oportunidade para reiterar o compromisso de meu governo com o desenvolvimento sustentável. E isso não é mera retórica. Pelo contrário, é um compromisso traduzido em políticas públicas calcadas em três pilares: as dimensões social, econômica e ambiental.
Sustentabilidade;COP16;2010;Cancún, México;Izabella Teixeira, Ministra do Meio Ambiente;Além disso, criamos programas de cooperação sul-sul para transferir tecnologias que contribuem para o fomento do desenvolvimento sustentável, como os sistemas de monitoramento de florestas, que incluem dados e imagens por satélite.;Além disso, criamos programas de cooperação sul-sul para transferir tecnologias que contribuem para o fomento do desenvolvimento sustentável, como os sistemas de monitoramento de florestas, que incluem dados e imagens por satélite.
Sustentabilidade;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;Estamos determinados a continuar a implementar nossas ações, no contexto do desenvolvimento sustentável e da luta contra a pobreza.;Países em desenvolvimento já estão contribuindo significativamente para o esforço global contra a mudança do clima, por meio de ações ambiciosas de mitigação, anunciadas nos últimos anos. Estamos determinados a continuar a implementar nossas ações, no contexto do desenvolvimento sustentável e da luta contra a pobreza.
Sustentabilidade;COP17;2011;Durban, África do Sul;Izabella Teixeira, Ministra do Meio Ambiente;O Brasil tem assumido uma posição de vanguarda para promover a redução das emissões de gases de efeito estufa e ao mesmo tempo desenvolver-se com sustentabilidade.;O Brasil tem assumido uma posição de vanguarda para promover a redução das emissões de gases de efeito estufa e ao mesmo tempo desenvolver-se com sustentabilidade.
Sustentabilidade;COP18;2012;Doha, Catar;Izabella Teixeira, Ministra do Meio Ambiente;Devemos encontrar formas inovadoras de abordar a produção de alimentos, a gestão sustentável de recursos naturais e a conservação da diversidade biológica, considerando os serviços ambientais essenciais para uma nova economia de sustentabilidade.;O desafio de recuperar as áreas desmatadas e degradadas no Brasil não deve levar a novas formas de exclusão social e ambiental do pequeno proprietário de terra. Devemos encontrar formas inovadoras de abordar a produção de alimentos, a gestão sustentável de recursos naturais e a conservação da diversidade biológica, considerando os serviços ambientais essenciais para uma nova economia de sustentabilidade.
Sustentabilidade;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Devemos aproveitar a oportunidade que as cidades oferecem de mobilizar a criatividade e o apoio político a fim de por em prática soluções sustentáveis e economicamente viáveis em áreas estratégicas como gestão de resíduos, transporte público, eficiência energética e construções sustentáveis.;Meu país, assim como muitos, passa por um processo de crescimento da urbanização. Isso representa um novo desafio em muitas áreas, inclusive no enfrentamento da mudança do clima. Devemos aproveitar a oportunidade que as cidades oferecem de mobilizar a criatividade e o apoio político a fim de por em prática soluções sustentáveis e economicamente viáveis em áreas estratégicas como gestão de resíduos, transporte público, eficiência energética e construções sustentáveis.
Sustentabilidade;COP19;2013;Varsóvia, Polônia;Izabella Teixeira, Ministra do Meio Ambiente;Minha Delegação se mantém firme com o G-77 e a China no progresso da agenda de desenvolvimento sustentável, ao mesmo tempo garantindo a integridade ambiental.;Minha Delegação se mantém firme com o G-77 e a China no progresso da agenda de desenvolvimento sustentável, ao mesmo tempo garantindo a integridade ambiental.
Sustentabilidade;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;A adoção da Agenda 2030 para o Desenvolvimento Sustentável também deve inspirar nossas ações à medida que construímos nossas estratégias de desenvolvimento de baixo carbono e inclusivas. Devemos garantir que o bem-estar dos nossos cidadãos e a prosperidade das nossas nações sejam alcançados por meio de práticas eficazes de desenvolvimento sustentável, que não deixem ninguém para trás, afastem-se de padrões de produção e consumo insustentáveis e encontrem processos ecologicamente equilibrados para responder à crescente procura de alimentos e energia.;A adoção da Agenda 2030 para o Desenvolvimento Sustentável também deve inspirar nossas ações à medida que construímos nossas estratégias de desenvolvimento de baixo carbono e inclusivas. Devemos garantir que o bem-estar dos nossos cidadãos e a prosperidade das nossas nações sejam alcançados por meio de práticas eficazes de desenvolvimento sustentável, que não deixem ninguém para trás, afastem-se de padrões de produção e consumo insustentáveis e encontrem processos ecologicamente equilibrados para responder à crescente procura de alimentos e energia.
Sustentabilidade;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;A iteração entre os objetivos do Acordo de Paris e a Agenda 2030 abre uma oportunidade para promover ainda mais o desenvolvimento sustentável no contexto de economias de baixo carbono.;A transição para economias de baixo carbono é fundamental. Nosso desafio é fazê-lo enquanto continuamos a tirar as pessoas da pobreza. A iteração entre os objetivos do Acordo de Paris e a Agenda 2030 abre uma oportunidade para promover ainda mais o desenvolvimento sustentável no contexto de economias de baixo carbono.
Sustentabilidade;COP22;2016;Marraquexe, Marrocos;José Sarney Filho, Ministro do Meio Ambiente;Como um dos maiores produtores de alimentos do mundo, o Brasil entende a necessidade de desenvolver práticas agrícolas sustentáveis.;Como um dos maiores produtores de alimentos do mundo, o Brasil entende a necessidade de desenvolver práticas agrícolas sustentáveis. Não há alternativa ao avanço em direção a uma agricultura resiliente e de baixo carbono, se quisermos enfrentar os riscos que a mudança dos padrões climáticos implica para a produção e oferta de alimentos.
Sustentabilidade;COP23;2017;Bonn, Alemanhã;José Sarney Filho, Ministro do Meio Ambiente;Nosso desafio é promover, cada vez mais, o desenvolvimento sustentável e, ao mesmo tempo, adaptar nossa sociedade e os meios produtivos a um cenário cada vez mais impactado pela mudança do clima.;Nosso desafio é promover, cada vez mais, o desenvolvimento sustentável e, ao mesmo tempo, adaptar nossa sociedade e os meios produtivos a um cenário cada vez mais impactado pela mudança do clima.
Sustentabilidade;COP23;2017;Bonn, Alemanhã;José Sarney Filho, Ministro do Meio Ambiente;As áreas prioritárias para nossa ação são a agropecuária sustentável, as energias renováveis e o combate ao desmatamento.;Vamos atingir e, se possível, superar essas metas, sem abrir mão da geração de empregos, do aumento da produtividade e da retomada do crescimento econômico. As áreas prioritárias para nossa ação são a agropecuária sustentável, as energias renováveis e o combate ao desmatamento.
